,c_charge_degree,race,age_cat,sex,age,priors_count,juv_fel_count,juv_misd_count,score_text,two_year_recid,is_recid,training_value,decile_score
3304,F,African-American,Less than 25,Female,21,1,0,0,0,1,1,0.7023047,4
3305,F,Caucasian,25 - 45,Female,37,7,0,0,1,1,1,0.5389086,6
3306,M,African-American,Less than 25,Female,21,1,0,0,1,1,1,0.71451646,5
3307,F,Caucasian,25 - 45,Male,28,2,0,0,0,1,1,0.51377714,2
3308,M,Caucasian,25 - 45,Male,42,2,0,0,0,0,0,0.19689797,4
3310,F,African-American,Less than 25,Female,24,2,0,0,1,1,1,0.7365166,6
3311,F,Caucasian,25 - 45,Male,31,0,0,0,1,0,0,0.13479955,7
3312,M,African-American,Less than 25,Male,24,2,1,0,1,1,1,0.6527771,10
3313,F,African-American,25 - 45,Male,25,1,0,0,0,0,0,0.4162749,2
3314,F,African-American,Greater than 45,Male,55,12,0,0,0,0,0,0.7457983,2
3315,M,African-American,25 - 45,Male,33,1,0,0,0,1,1,0.29017115,1
3316,M,African-American,25 - 45,Male,26,24,1,3,1,1,1,0.9726513,10
3317,F,African-American,25 - 45,Male,27,1,0,0,1,0,0,0.50528777,7
3318,M,Caucasian,25 - 45,Male,26,3,0,0,0,0,0,0.6263258,2
3320,M,African-American,25 - 45,Female,27,0,0,0,0,0,0,0.3700969,4
3321,F,Caucasian,Greater than 45,Male,46,0,0,0,0,0,1,0.09535455,1
3322,M,Caucasian,25 - 45,Female,38,1,0,0,1,1,1,0.16507809,6
3323,M,African-American,Less than 25,Female,24,0,0,0,1,0,0,0.5557959,5
3324,M,African-American,25 - 45,Female,38,0,0,0,0,0,0,0.1435763,4
3325,F,African-American,25 - 45,Male,27,7,0,0,1,1,1,0.7452434,9
3326,F,African-American,Greater than 45,Male,48,6,0,0,0,0,0,0.38093087,3
3327,F,Caucasian,25 - 45,Female,31,2,0,0,0,1,1,0.35666215,4
3328,M,African-American,25 - 45,Male,28,5,0,0,1,1,1,0.8546668,5
3330,M,Caucasian,25 - 45,Male,25,6,0,0,1,1,1,0.73731214,5
3331,F,African-American,25 - 45,Male,27,8,0,0,1,1,1,0.8478535,10
3332,M,Caucasian,Greater than 45,Male,55,0,0,0,0,0,0,0.009681485,1
3333,F,African-American,25 - 45,Male,25,1,0,0,0,0,0,0.565618,3
3334,F,African-American,25 - 45,Male,40,5,0,0,1,1,1,0.54431033,7
3335,F,African-American,Less than 25,Male,21,0,0,0,0,1,1,0.3798063,4
3336,F,Caucasian,Greater than 45,Male,50,26,0,0,1,1,1,0.94665885,7
3337,F,African-American,25 - 45,Male,28,10,0,1,1,1,1,0.98293614,7
3338,F,African-American,Less than 25,Male,20,2,0,1,1,1,1,0.9069591,9
3340,F,African-American,25 - 45,Male,31,10,5,0,1,1,1,0.8908499,9
3341,M,African-American,Greater than 45,Female,57,0,0,0,0,0,0,0.06320903,1
3342,M,African-American,25 - 45,Male,25,0,0,0,0,0,0,0.48832688,2
3343,F,African-American,Less than 25,Male,22,7,0,4,1,1,1,0.8410234,8
3344,F,African-American,25 - 45,Male,31,3,0,0,0,1,1,0.56127685,3
3345,F,African-American,25 - 45,Male,43,7,0,0,0,0,0,0.40746567,4
3346,M,Caucasian,25 - 45,Female,25,0,0,0,0,0,0,0.43270305,4
3348,F,African-American,25 - 45,Male,40,1,0,0,0,0,0,0.22259435,1
3349,F,African-American,Less than 25,Male,20,0,0,0,1,1,1,0.65674585,5
3350,M,African-American,25 - 45,Male,35,2,0,0,1,0,0,0.33715504,7
3351,M,African-American,25 - 45,Male,34,1,0,0,0,1,1,0.25272253,1
3352,F,Caucasian,25 - 45,Male,27,18,0,0,1,1,1,0.98057234,9
3354,F,African-American,25 - 45,Female,38,3,0,0,0,1,1,0.35406423,1
3355,F,Caucasian,Less than 25,Male,21,0,0,0,1,1,1,0.60360694,7
3356,M,African-American,25 - 45,Male,25,0,0,0,0,1,1,0.5333161,1
3357,M,African-American,Greater than 45,Male,53,6,0,0,1,1,1,0.15660807,6
3358,F,African-American,Greater than 45,Female,50,4,0,0,0,0,0,0.17767027,3
3359,M,Caucasian,Less than 25,Female,23,1,0,0,1,0,0,0.4812863,6
3360,F,African-American,25 - 45,Male,27,2,1,0,0,1,1,0.58230287,4
3362,M,Caucasian,25 - 45,Male,27,0,0,0,0,1,1,0.3147657,3
3363,F,African-American,25 - 45,Male,29,5,0,0,1,1,1,0.74882746,8
3364,M,African-American,25 - 45,Male,38,1,0,0,0,0,0,0.15635176,1
3365,F,Caucasian,Greater than 45,Female,54,2,0,0,0,0,0,0.16972317,2
3366,F,African-American,25 - 45,Male,26,1,0,0,1,1,1,0.45758617,10
3367,F,African-American,25 - 45,Male,37,23,1,8,1,1,1,0.99989223,8
3368,M,African-American,25 - 45,Male,36,25,0,2,1,1,1,0.8066222,10
3369,F,African-American,25 - 45,Male,28,18,0,0,1,1,1,0.9049926,10
3370,M,African-American,Greater than 45,Male,49,1,0,0,0,0,0,0.112007536,1
3371,F,African-American,25 - 45,Male,36,11,0,0,1,0,1,0.7395622,7
3372,F,African-American,25 - 45,Female,26,2,0,0,1,0,0,0.6905833,9
3373,F,Caucasian,25 - 45,Female,41,0,0,0,0,0,0,0.2110272,3
3375,F,Caucasian,25 - 45,Male,40,9,1,0,1,0,0,0.77046204,9
3376,M,Caucasian,25 - 45,Male,29,8,0,0,1,0,0,0.95347434,8
3377,F,African-American,Less than 25,Male,21,7,1,0,1,1,1,0.71348965,10
3379,F,Caucasian,25 - 45,Male,33,0,0,0,0,0,0,0.27434298,1
3380,F,African-American,25 - 45,Male,26,7,0,0,1,0,0,0.9005614,7
3381,M,African-American,25 - 45,Female,27,0,0,0,0,1,1,0.42080685,3
3382,F,African-American,25 - 45,Male,35,1,0,0,0,0,0,0.33169317,2
3383,M,African-American,25 - 45,Male,27,3,0,0,0,0,0,0.6542651,2
3385,F,African-American,25 - 45,Female,31,3,0,0,1,0,0,0.3571994,5
3386,F,African-American,25 - 45,Male,36,26,1,0,1,1,1,0.99594104,8
3388,F,Caucasian,Greater than 45,Male,50,1,0,0,0,0,0,0.12994422,1
3389,F,Caucasian,Greater than 45,Male,52,1,0,0,0,0,0,0.26114035,1
3390,M,African-American,Less than 25,Male,24,1,0,0,0,0,0,0.6895121,4
3391,F,African-American,25 - 45,Male,38,0,0,0,0,0,0,0.27194566,4
3392,F,African-American,Greater than 45,Male,54,11,0,0,1,0,0,0.7322141,8
3393,F,Caucasian,Greater than 45,Male,71,13,0,0,0,0,0,0.7265611,2
3394,F,African-American,25 - 45,Male,27,9,0,4,1,1,1,0.91447467,7
3395,F,Caucasian,25 - 45,Female,39,1,0,0,0,0,0,0.20642886,4
3398,M,African-American,Greater than 45,Male,46,8,1,0,0,1,1,0.83716464,4
3399,F,African-American,25 - 45,Female,36,5,0,0,1,1,1,0.5535896,6
3400,F,African-American,Greater than 45,Male,55,0,0,0,0,0,0,0.05837136,1
3402,M,African-American,Greater than 45,Male,45,0,0,0,0,1,1,0.22354819,3
3403,F,Caucasian,25 - 45,Male,27,0,0,0,0,0,0,0.4592263,4
3404,F,African-American,Less than 25,Male,23,2,0,0,0,1,1,0.72575927,4
3405,F,African-American,Less than 25,Male,20,1,1,0,1,1,1,0.8490904,7
3406,F,African-American,25 - 45,Female,31,10,0,2,1,0,0,0.95531905,8
3407,F,Caucasian,Less than 25,Male,24,8,0,0,1,0,1,0.95195407,9
3408,F,Caucasian,25 - 45,Female,37,2,0,0,1,1,1,0.28368935,8
3409,M,African-American,25 - 45,Male,25,0,0,0,1,1,1,0.57287055,6
3410,F,Caucasian,25 - 45,Male,26,0,0,0,0,0,0,0.38253826,3
3413,F,Caucasian,25 - 45,Male,29,0,0,0,0,0,0,0.23904,2
3414,M,African-American,25 - 45,Male,41,4,0,0,0,1,1,0.304661,1
3415,F,African-American,25 - 45,Male,37,0,0,0,0,1,1,0.20209435,1
3416,F,Caucasian,Greater than 45,Male,46,2,0,0,0,0,0,0.18143755,3
3417,F,Caucasian,Greater than 45,Female,56,10,0,0,1,1,1,0.31675753,5
3418,F,African-American,Less than 25,Male,23,0,0,0,0,1,1,0.43807465,3
3419,F,African-American,Less than 25,Female,23,1,0,0,1,1,1,0.71145093,5
3420,F,African-American,25 - 45,Male,25,0,0,0,1,1,1,0.4379863,8
3421,F,African-American,Less than 25,Male,24,1,0,0,1,1,1,0.56123126,7
3422,F,African-American,25 - 45,Male,35,27,0,0,1,0,0,0.9993055,10
3423,F,African-American,Greater than 45,Male,48,10,0,0,1,0,0,0.799523,8
3425,F,Caucasian,Less than 25,Male,24,2,0,0,1,1,1,0.81787527,7
3426,F,African-American,25 - 45,Male,25,8,0,1,1,0,0,0.9048367,10
3427,F,African-American,Less than 25,Male,23,0,0,0,1,1,1,0.45691437,9
3428,F,Caucasian,25 - 45,Male,43,2,0,0,0,0,0,0.17391203,1
3429,M,Caucasian,Greater than 45,Female,53,0,0,0,0,0,0,0.14525287,1
3430,F,African-American,Less than 25,Male,24,1,0,0,1,1,1,0.46176904,6
3431,M,African-American,25 - 45,Male,25,4,1,0,1,0,0,0.90982306,9
3432,F,African-American,25 - 45,Male,28,0,0,0,0,0,0,0.3341344,4
3433,F,Caucasian,Less than 25,Male,21,1,0,0,0,0,0,0.4089531,3
3435,F,Caucasian,25 - 45,Male,33,3,0,0,1,1,1,0.45307067,7
3436,F,African-American,25 - 45,Female,35,1,0,0,0,0,0,0.2545429,1
3437,M,Caucasian,Greater than 45,Male,55,3,0,0,0,0,0,0.18412787,3
3439,M,African-American,25 - 45,Male,28,0,0,0,0,0,0,0.24545318,3
3440,M,Caucasian,25 - 45,Male,44,0,0,0,0,1,1,0.020581298,1
3441,F,Caucasian,Greater than 45,Female,48,2,0,0,0,0,0,0.13251293,1
3442,F,African-American,Less than 25,Male,19,3,2,1,1,1,1,0.89789975,10
3444,F,African-American,Less than 25,Male,24,3,0,0,1,1,1,0.8539393,8
3445,F,Caucasian,Greater than 45,Male,50,2,0,0,0,0,0,0.19112152,3
3446,M,African-American,25 - 45,Male,31,0,0,0,0,0,0,0.20706291,4
3447,F,Caucasian,25 - 45,Female,28,0,0,0,0,1,1,0.33569783,4
3448,F,Caucasian,25 - 45,Male,42,0,0,0,0,0,0,0.23817042,1
3449,M,African-American,Less than 25,Male,21,0,0,0,1,1,1,0.5623416,9
3450,F,African-American,25 - 45,Male,29,5,0,0,1,0,0,0.7521163,10
3451,F,Caucasian,Greater than 45,Male,48,1,0,0,0,0,0,0.057859786,1
3452,F,Caucasian,Less than 25,Male,21,0,0,0,1,1,1,0.6726181,8
3454,F,Caucasian,25 - 45,Male,31,3,0,0,1,1,1,0.47495618,5
3456,F,Caucasian,25 - 45,Male,27,0,0,0,1,1,1,0.34377992,9
3458,F,Caucasian,Greater than 45,Male,75,1,0,0,0,1,1,0.02698783,4
3459,F,African-American,25 - 45,Male,28,7,0,0,1,1,1,0.9638924,5
3460,M,Caucasian,Greater than 45,Male,67,0,0,0,0,0,0,0.08658333,1
3461,F,African-American,25 - 45,Female,32,11,0,0,1,0,0,0.95345896,7
3462,F,African-American,25 - 45,Male,44,7,0,0,0,0,0,0.50209254,4
3463,F,African-American,25 - 45,Male,25,1,0,0,0,1,1,0.5033688,4
3464,M,African-American,25 - 45,Female,30,15,0,0,1,1,1,0.93321043,8
3465,M,Caucasian,25 - 45,Male,28,9,0,1,0,0,0,0.87699306,4
3466,F,African-American,25 - 45,Male,27,0,0,0,1,1,1,0.29457074,6
3467,F,African-American,25 - 45,Male,36,4,0,0,0,0,0,0.4577435,4
3469,M,Caucasian,25 - 45,Female,25,0,0,0,0,0,0,0.4590631,4
3470,F,Caucasian,25 - 45,Male,31,5,0,0,1,1,1,0.7608977,5
3471,M,Caucasian,25 - 45,Male,30,0,0,0,0,1,1,0.16775261,1
3472,F,African-American,25 - 45,Male,33,4,0,0,0,0,0,0.5137984,2
3474,M,African-American,25 - 45,Male,26,1,0,0,0,1,1,0.6640832,3
3476,M,Caucasian,Less than 25,Female,22,2,0,0,1,1,1,0.81256545,7
3477,F,Caucasian,Greater than 45,Male,50,0,0,0,0,0,0,0.08739447,1
3478,F,African-American,25 - 45,Male,37,4,0,0,0,0,0,0.4251394,1
3479,F,Caucasian,Greater than 45,Male,58,1,0,0,0,1,1,0.17545603,1
3480,M,Caucasian,25 - 45,Male,34,3,0,0,0,1,1,0.3336605,4
3481,F,Caucasian,25 - 45,Male,32,1,0,0,0,1,1,0.34768003,1
3482,M,African-American,25 - 45,Male,29,0,0,0,0,1,1,0.29054615,1
3483,M,African-American,25 - 45,Male,27,0,0,0,0,0,0,0.22966959,1
3484,F,Caucasian,25 - 45,Male,39,5,0,0,0,0,0,0.47022077,3
3485,F,African-American,Less than 25,Male,24,0,0,0,0,0,0,0.5767231,3
3486,M,African-American,25 - 45,Male,38,8,1,0,1,0,0,0.66865104,7
3487,F,Caucasian,Greater than 45,Male,52,7,0,0,0,0,0,0.6736368,2
3488,M,African-American,Greater than 45,Male,56,3,0,0,0,1,1,0.16307727,2
3489,F,Caucasian,Greater than 45,Male,46,7,0,0,1,1,1,0.2835558,6
3490,F,Caucasian,25 - 45,Male,38,5,0,0,0,1,1,0.46164355,1
3491,M,Caucasian,Greater than 45,Male,47,3,0,0,1,0,0,0.113608755,5
3492,F,Caucasian,25 - 45,Male,32,0,0,0,0,0,0,0.37298915,1
3493,M,African-American,25 - 45,Male,34,27,0,1,1,0,0,0.9986656,7
3494,F,African-American,25 - 45,Male,42,5,0,0,1,0,0,0.3838046,6
3495,M,African-American,25 - 45,Female,35,0,0,0,0,1,1,0.2524354,1
3496,F,Caucasian,Less than 25,Male,20,0,0,0,1,1,1,0.5886679,10
3497,F,Caucasian,25 - 45,Female,32,2,0,0,1,1,1,0.35330588,10
3498,M,Caucasian,Less than 25,Male,21,0,0,0,1,0,0,0.7694734,5
3499,M,African-American,Less than 25,Male,24,0,0,0,0,1,1,0.373474,2
3500,M,African-American,Less than 25,Male,24,1,0,0,1,1,1,0.5462814,9
3502,M,African-American,25 - 45,Male,26,0,0,0,0,1,1,0.28199312,3
3503,F,Caucasian,Greater than 45,Male,52,8,0,0,0,0,0,0.3505971,2
3504,M,African-American,25 - 45,Male,27,1,0,0,0,0,0,0.40109214,2
3505,M,Caucasian,25 - 45,Female,27,0,0,0,1,0,0,0.26909783,5
3506,F,Caucasian,Greater than 45,Male,56,0,0,0,0,0,0,0.16268207,1
3507,F,Caucasian,Greater than 45,Male,52,16,0,0,1,1,1,0.8661283,9
3508,F,African-American,25 - 45,Male,37,3,0,0,0,1,1,0.29936874,1
3509,M,African-American,Greater than 45,Male,45,0,0,0,0,0,0,0.19139668,1
3510,M,African-American,Less than 25,Male,23,1,0,0,0,0,0,0.5182454,2
3511,F,Caucasian,25 - 45,Female,36,3,0,0,1,1,1,0.33928633,6
3512,F,African-American,25 - 45,Female,29,0,0,0,0,0,0,0.44138572,2
3515,F,African-American,Greater than 45,Male,69,3,0,0,1,0,0,0.2962663,6
3516,F,African-American,25 - 45,Male,27,11,0,1,1,0,0,0.94855547,8
3517,F,African-American,25 - 45,Male,28,11,1,0,1,1,1,0.9018963,8
3518,M,African-American,25 - 45,Male,38,4,0,0,0,0,1,0.31367028,1
3520,F,African-American,Less than 25,Female,19,1,0,0,1,1,1,0.69806045,9
3521,F,Caucasian,25 - 45,Female,37,1,0,0,0,0,0,0.18799086,1
3522,M,African-American,25 - 45,Male,34,0,0,0,0,1,1,0.2519004,1
3523,F,Caucasian,25 - 45,Male,37,7,0,0,1,1,1,0.75571924,8
3524,F,African-American,Less than 25,Male,21,1,0,0,1,0,0,0.569709,8
3525,F,African-American,Less than 25,Male,21,0,0,0,1,1,1,0.6167864,9
3526,F,Caucasian,25 - 45,Female,38,3,0,0,0,0,0,0.3120718,4
3527,M,African-American,Greater than 45,Male,47,1,0,0,0,0,0,0.3001998,4
3528,F,Caucasian,Greater than 45,Male,56,3,0,0,0,0,0,0.06385877,2
3529,F,African-American,25 - 45,Male,27,2,0,0,1,1,1,0.46996036,7
3530,M,African-American,Less than 25,Male,23,0,0,0,1,0,0,0.59103125,8
3531,F,Caucasian,Greater than 45,Male,57,0,0,0,0,0,0,0.057567444,1
3532,F,African-American,25 - 45,Male,25,9,0,1,1,0,0,0.9127829,7
3533,F,African-American,Less than 25,Female,23,2,0,0,1,1,1,0.7688588,10
3534,F,African-American,25 - 45,Male,32,8,0,0,1,1,1,0.84470296,10
3535,M,African-American,25 - 45,Female,36,2,0,0,1,0,0,0.35276577,5
3536,M,African-American,25 - 45,Male,41,5,0,0,1,0,0,0.3352443,5
3539,F,African-American,Less than 25,Male,21,1,0,0,1,1,1,0.69778323,6
3540,F,Caucasian,25 - 45,Male,43,8,0,0,0,1,1,0.64113915,4
3541,M,African-American,25 - 45,Male,31,2,0,0,0,0,0,0.65094525,4
3542,M,Caucasian,25 - 45,Male,37,0,0,0,0,0,0,0.2204776,1
3543,F,African-American,25 - 45,Male,27,0,0,0,0,0,0,0.43164226,2
3544,F,African-American,Less than 25,Male,22,2,0,0,0,1,1,0.76146007,4
3545,F,Caucasian,Greater than 45,Male,59,2,0,0,0,0,0,0.16525672,1
3546,F,African-American,25 - 45,Female,33,0,0,0,1,1,1,0.19835512,9
3547,F,Caucasian,25 - 45,Male,39,21,0,0,1,0,0,0.8776326,10
3548,F,African-American,25 - 45,Female,43,2,0,0,0,0,0,0.1565119,3
3549,F,Caucasian,25 - 45,Male,25,5,0,0,0,1,1,0.7933471,4
3550,M,African-American,25 - 45,Male,36,19,3,0,1,1,1,0.96231484,10
3551,F,African-American,Less than 25,Male,23,3,0,0,1,1,1,0.65072596,5
3552,M,Caucasian,25 - 45,Female,43,3,0,0,0,1,1,0.46294403,2
3553,M,Caucasian,Greater than 45,Male,56,9,0,0,0,1,1,0.5174816,1
3554,F,African-American,Less than 25,Female,20,1,0,0,1,1,1,0.5888609,8
3555,M,African-American,Greater than 45,Male,50,2,0,0,1,1,1,0.2293214,5
3557,M,Caucasian,Greater than 45,Female,54,1,0,0,0,0,0,0.28854087,2
3558,F,African-American,Less than 25,Male,20,1,0,0,1,1,1,0.5992618,10
3560,F,African-American,25 - 45,Female,36,3,0,0,1,1,1,0.24241796,6
3561,M,African-American,Greater than 45,Male,56,0,0,0,0,0,0,0.16289116,4
3562,M,African-American,25 - 45,Male,25,28,0,0,1,1,1,0.8372081,9
3563,F,African-American,25 - 45,Male,25,2,1,0,1,0,1,0.87974095,9
3564,F,Caucasian,25 - 45,Female,42,1,0,0,0,1,1,0.23477514,3
3565,M,African-American,25 - 45,Male,34,9,0,2,1,1,1,0.92737126,10
3566,F,African-American,Greater than 45,Male,48,4,0,0,1,0,0,0.30964905,6
3567,M,African-American,25 - 45,Male,34,21,1,0,1,1,1,0.96751183,10
3568,F,Caucasian,25 - 45,Male,28,0,0,0,0,0,0,0.3543617,2
3569,F,Caucasian,25 - 45,Male,32,1,0,0,0,0,0,0.24846898,3
3570,F,Caucasian,25 - 45,Female,31,2,0,0,0,0,0,0.43682852,1
3571,F,African-American,Less than 25,Female,24,4,0,0,1,1,1,0.85426545,9
3572,F,Caucasian,25 - 45,Female,25,0,0,0,0,1,1,0.41871515,4
3573,F,Caucasian,25 - 45,Female,32,4,0,0,0,0,0,0.5080871,2
3574,F,African-American,25 - 45,Male,37,20,0,0,1,1,1,0.84138167,9
3575,F,African-American,Less than 25,Male,24,1,0,0,0,1,1,0.488871,3
3576,M,African-American,Greater than 45,Male,48,0,0,0,0,0,0,0.11581627,1
3577,F,African-American,25 - 45,Male,25,9,1,2,1,1,1,0.9991756,9
3578,F,African-American,25 - 45,Male,35,1,0,0,0,0,0,0.24859954,2
3579,F,African-American,Less than 25,Male,21,1,0,0,0,1,1,0.67784315,4
3580,F,African-American,Less than 25,Female,21,0,0,0,1,1,1,0.40337294,10
3581,F,Caucasian,25 - 45,Female,27,0,0,0,0,1,1,0.20926966,2
3582,F,African-American,Less than 25,Male,22,0,0,0,0,0,0,0.48439005,2
3583,F,African-American,25 - 45,Male,28,4,0,0,1,0,0,0.7800444,5
3584,M,African-American,25 - 45,Male,26,0,0,0,0,0,0,0.26802194,2
3586,F,Caucasian,25 - 45,Male,34,0,0,0,0,0,0,0.20817256,2
3587,F,African-American,Less than 25,Male,22,3,0,0,1,0,0,0.81738126,9
3589,F,Caucasian,25 - 45,Male,44,5,0,0,0,0,0,0.35323614,2
3590,F,Caucasian,Greater than 45,Male,57,1,0,0,0,0,0,0.061232574,2
3591,F,African-American,Less than 25,Male,22,0,0,0,1,1,1,0.39854845,8
3592,F,African-American,25 - 45,Male,34,0,0,0,0,0,0,0.2273033,3
3593,F,African-American,Less than 25,Male,24,7,0,0,1,1,1,0.7786082,8
3594,F,Caucasian,Less than 25,Male,20,0,0,0,0,0,0,0.70140696,4
3595,F,Caucasian,25 - 45,Male,35,2,0,0,1,0,0,0.22165588,9
3597,F,African-American,Greater than 45,Male,60,13,0,0,0,0,0,0.8076375,3
3598,F,African-American,Less than 25,Female,22,2,0,0,1,0,0,0.84105814,5
3600,F,Caucasian,Greater than 45,Male,72,7,0,0,0,0,0,0.4174074,4
3601,F,African-American,25 - 45,Male,33,3,0,0,1,1,1,0.45981705,5
3602,F,African-American,Less than 25,Male,24,1,0,0,0,1,1,0.58797055,4
3603,F,African-American,Greater than 45,Male,60,0,0,0,0,0,0,0.14222729,1
3604,F,Caucasian,Less than 25,Male,24,3,0,0,1,1,1,0.61783075,5
3606,M,African-American,25 - 45,Male,30,1,0,0,0,0,0,0.31250787,4
3607,M,Caucasian,25 - 45,Female,43,0,0,0,1,0,0,0.10588224,6
3610,M,African-American,Greater than 45,Male,45,1,0,0,0,0,0,0.2545645,1
3612,M,Caucasian,25 - 45,Male,31,1,0,0,0,0,1,0.37407327,1
3613,M,African-American,25 - 45,Male,40,0,0,0,0,0,0,0.19996715,1
3614,F,Caucasian,Greater than 45,Male,50,1,0,0,0,0,0,0.29519868,1
3616,F,African-American,25 - 45,Male,41,7,0,0,0,0,0,0.7017078,4
3617,F,Caucasian,25 - 45,Male,34,5,0,0,1,1,1,0.66928756,6
3618,F,Caucasian,25 - 45,Female,28,0,0,0,1,0,0,0.29790682,6
3619,F,African-American,25 - 45,Male,30,1,0,0,0,0,0,0.35242325,1
3620,F,Caucasian,Less than 25,Male,23,2,0,0,1,1,1,0.5029316,9
3623,F,Caucasian,Less than 25,Male,21,1,0,0,1,1,1,0.6286991,6
3624,F,African-American,Greater than 45,Male,45,1,0,0,1,0,0,0.24591604,9
3625,M,African-American,Less than 25,Female,22,2,0,1,1,1,1,0.7468041,8
3626,F,African-American,25 - 45,Male,29,6,0,0,1,1,1,0.8605035,8
3627,M,African-American,25 - 45,Female,30,0,0,0,0,0,0,0.31215858,2
3628,M,Caucasian,Greater than 45,Male,45,3,0,0,0,1,1,0.25739762,3
3629,F,African-American,Less than 25,Female,24,2,0,0,0,0,0,0.6822148,4
3630,F,Caucasian,25 - 45,Male,31,4,0,0,1,1,1,0.4700271,8
3631,M,Caucasian,Greater than 45,Male,56,0,0,0,0,0,0,0.17218365,1
3633,F,African-American,Less than 25,Male,24,14,0,4,1,1,1,0.97661066,10
3634,F,African-American,25 - 45,Male,38,11,0,0,1,0,0,0.80081916,6
3635,F,African-American,Greater than 45,Male,51,22,0,0,1,1,1,0.97087055,9
3636,F,Caucasian,Less than 25,Male,22,0,0,0,0,0,0,0.36621016,3
3637,M,African-American,25 - 45,Male,28,5,0,0,1,0,0,0.7818475,8
3638,F,African-American,Greater than 45,Male,47,19,0,0,1,1,1,0.93248945,8
3639,M,African-American,Greater than 45,Male,51,0,0,0,0,1,1,0.28153098,4
3640,M,Caucasian,25 - 45,Male,25,1,0,0,0,0,0,0.47106755,3
3642,F,African-American,25 - 45,Male,30,0,0,0,0,0,0,0.32050207,1
3643,F,Caucasian,25 - 45,Male,33,0,0,0,1,1,1,0.20414792,6
3644,F,African-American,25 - 45,Male,35,5,0,0,0,1,1,0.49198413,4
3645,F,African-American,25 - 45,Female,33,0,0,0,0,0,0,0.28245372,2
3646,F,African-American,Greater than 45,Male,65,11,0,0,1,0,0,0.45949155,10
3648,M,African-American,25 - 45,Female,37,4,0,0,1,0,0,0.4844091,5
3649,F,Caucasian,25 - 45,Female,33,1,0,0,1,0,0,0.3928099,7
3650,F,African-American,25 - 45,Male,27,2,0,0,1,1,1,0.6032706,7
3651,F,African-American,25 - 45,Female,29,9,0,0,1,1,1,0.8548688,7
3653,F,African-American,Less than 25,Male,24,3,0,0,1,1,1,0.8025197,10
3654,F,African-American,25 - 45,Male,43,5,0,0,1,0,0,0.5073991,9
3655,M,African-American,25 - 45,Male,37,11,0,0,1,1,1,0.8167916,7
3656,F,African-American,Greater than 45,Male,53,13,0,0,1,0,0,0.8004108,7
3657,F,African-American,25 - 45,Male,43,4,0,0,0,0,1,0.2925007,1
3658,F,African-American,25 - 45,Male,26,4,0,0,1,1,1,0.8487239,8
3659,M,Caucasian,25 - 45,Female,30,1,0,0,0,0,0,0.6089339,3
3660,F,African-American,25 - 45,Male,27,6,0,0,1,1,1,0.80603606,7
3661,F,Caucasian,25 - 45,Male,39,9,0,0,1,1,1,0.7449481,5
3662,M,Caucasian,25 - 45,Male,37,4,0,0,0,1,1,0.40041378,4
3663,M,Caucasian,Less than 25,Male,22,3,0,0,1,1,1,0.6309445,10
3664,F,Caucasian,25 - 45,Male,25,0,0,0,1,0,0,0.32325292,6
3666,M,Caucasian,25 - 45,Female,28,0,0,0,1,0,0,0.27225474,6
3667,M,African-American,25 - 45,Male,25,0,0,0,1,1,1,0.48771372,5
3668,F,Caucasian,Greater than 45,Male,58,1,0,0,0,0,0,0.07614336,1
3669,M,Caucasian,25 - 45,Female,29,1,0,0,1,1,1,0.32346696,5
3670,F,African-American,25 - 45,Male,33,8,0,0,1,0,0,0.765387,5
3671,F,African-American,25 - 45,Male,38,0,0,0,0,0,0,0.09323438,1
3672,F,Caucasian,25 - 45,Male,38,2,0,0,0,0,0,0.1941047,3
3673,F,African-American,Greater than 45,Male,59,22,0,0,1,1,1,0.75378597,6
3675,F,African-American,Greater than 45,Male,57,9,0,0,1,0,0,0.19463739,5
3676,M,Caucasian,Greater than 45,Male,53,0,0,0,0,1,1,0.18785325,2
3677,F,African-American,25 - 45,Male,33,2,0,0,1,1,1,0.45946562,8
3678,M,Caucasian,Greater than 45,Male,58,1,0,0,0,0,0,0.29283044,1
3679,M,Caucasian,Greater than 45,Male,51,1,0,0,0,0,0,0.18057363,1
3680,F,African-American,25 - 45,Male,25,11,0,0,1,1,1,0.8814457,9
3681,F,Caucasian,Greater than 45,Male,53,2,0,0,0,0,0,0.251631,4
3682,M,Caucasian,25 - 45,Male,32,0,0,0,1,1,1,0.29223603,6
3683,F,African-American,25 - 45,Male,35,6,0,0,1,1,1,0.57196736,8
3684,F,Caucasian,25 - 45,Male,39,1,0,0,0,0,0,0.22440588,1
3686,M,Caucasian,25 - 45,Female,42,5,0,0,0,1,1,0.36701885,4
3687,M,African-American,25 - 45,Male,37,0,0,0,0,0,0,0.16291314,2
3688,F,Caucasian,25 - 45,Male,39,0,0,0,0,0,0,0.38109025,1
3689,M,Caucasian,Greater than 45,Female,52,3,0,0,0,0,0,0.12981905,1
3692,F,Caucasian,25 - 45,Male,42,4,0,0,0,1,1,0.2576506,1
3694,F,African-American,Less than 25,Male,23,6,0,0,1,1,1,0.6593167,6
3695,M,African-American,25 - 45,Female,42,0,0,0,0,1,1,0.1318482,1
3696,F,Caucasian,25 - 45,Female,28,2,0,0,0,0,0,0.5209426,3
3697,F,African-American,25 - 45,Male,28,5,0,0,0,0,0,0.7482426,4
3698,F,Caucasian,25 - 45,Male,38,12,0,0,1,0,0,0.91263264,5
